activation,checkpoint,condition_number,energy_rank_90,energy_rank_95,energy_rank_99,energy_rank_999,energy_rank_9999,energy_top1,energy_top16,energy_top32,energy_top4,energy_top8,frobenius_norm,graft_id,graft_status,matrix_name,rank_full,run_dir,scale,seed,shape,spectral_norm,stable_rank,target
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed7/composed_graft_checkpoint.pt,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,unused_sample,down,0,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed7,0.009999999776482582,7,"[25889, 96]",0.0,0.0,
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed7/composed_graft_checkpoint.pt,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,unused_sample,effective_up_down,0,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed7,0.009999999776482582,7,"[96, 96]",0.0,0.0,
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,2.611374543874138,85,91,95,96,96,0.059429305887331925,0.22180620430470455,0.38830064245420515,0.09286952859997642,0.13641120572435939,16.861778061172114,0,accepted,up,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012144895270466805,123,"[96, 25889]",4.110585610882779,16.82671512091751,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,919.8236458502205,2,5,22,42,69,0.8833067548482607,0.9829801465178143,0.9967315016165942,0.9481819350186107,0.9664731435013187,2.332336248820968,0,accepted,down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012144895270466805,123,"[25889, 96]",2.1920322424806153,1.1321095355732738,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,1117886.083758272,1,1,3,13,26,0.9830692499323972,0.9994783482989837,0.9999823808699447,0.9954626360103627,0.9979697470594995,8.718674140347916,0,accepted,effective_up_down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012144895270466805,123,"[96, 96]",8.644552219720374,1.0172223371535292,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,2.5604945868796865,85,91,95,96,96,0.05769964952461144,0.22064346401204266,0.3872960717065267,0.09116528127341744,0.13484589218706203,16.8258017052647,1,accepted,up,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012102153152227402,123,"[96, 25889]",4.041683989661845,17.331127801278168,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,865.5587501739329,2,5,24,42,70,0.874923538922574,0.9814515592152595,0.9962884806441753,0.9447944140976055,0.9641735946218757,2.2739205086257206,1,accepted,down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012102153152227402,123,"[25889, 96]",2.1269649294722526,1.1429570191144378,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,480805.1338801834,1,1,3,14,27,0.9807491465040615,0.9993595153381251,0.9999795123528857,0.9947615013449761,0.9976288778629627,8.319493973396181,1,accepted,effective_up_down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012102153152227402,123,"[96, 96]",8.239026142999979,1.0196287231699963,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,2.540354623721604,85,91,95,96,96,0.05623381655360123,0.2190897421991857,0.38619023947912917,0.08961333285326673,0.13317431914743844,16.814404529158832,2,accepted,up,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012059700675308704,123,"[96, 25889]",3.987312475780847,17.78289401799387,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,902.9620527466027,2,6,24,43,70,0.8711600597297582,0.9807669097308465,0.9960066241171147,0.9431189882695249,0.9632424001214426,2.215222137738483,2,accepted,down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012059700675308704,123,"[25889, 96]",2.06759874967878,1.1478946823046607,blocks.3
